date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:20:03	20060/20060	---MCZ	200	added ('OK')	text/css	etag:W/%224e5c-675d79ca-10568d;br%22	https://wp.envelope.id/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min705c.css	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:03	16471/16471	---MCZ	200	added ('OK')	text/css	etag:W/%224057-675d79ca-1056e5;br%22	https://wp.envelope.id/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:03	10260/10260	---MCZ	200	added ('OK')	text/css	etag:W/%222814-675d79c9-105413;br%22	https://wp.envelope.id/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.25.11	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min1ffb.css	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:04	995/995	---MCZ	200	added ('OK')	text/css	etag:W/%223e3-675d79a5-1058bc;br%22	https://wp.envelope.id/wp-content/plugins/pro-elements/assets/css/conditionals/popup.min.css?ver=3.25.5	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/plugins/pro-elements/assets/css/conditionals/popup.min3e3b.css	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:04	106/106	---MCZ	200	added ('OK')	text/css	etag:W/%226a-675d79ca-10567c;;;%22	https://wp.envelope.id/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css?ver=3.25.11	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min1ffb.css	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:04	1280/1280	---MCZ	200	added ('OK')	text/css	etag:W/%22500-675d79a5-10590e;br%22	https://wp.envelope.id/wp-content/plugins/pro-elements/assets/css/widget-countdown.min.css?ver=3.25.5	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/plugins/pro-elements/assets/css/widget-countdown.min3e3b.css	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:04	254/254	---MCZ	200	added ('OK')	text/css	etag:%22fe-675d79c9-10549a;gz%22	https://wp.envelope.id/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.25.11	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/plugins/elementor/assets/css/widget-image.min1ffb.css	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:04	6780/6780	---MCZ	200	added ('OK')	text/css	etag:W/%221a7c-675d79a5-105912;br%22	https://wp.envelope.id/wp-content/plugins/pro-elements/assets/css/widget-form.min.css?ver=3.25.5	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/plugins/pro-elements/assets/css/widget-form.min3e3b.css	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:05	1087/1087	---MCZ	200	added ('OK')	text/css	etag:W/%2243f-68794031-101492;br%22	https://wp.envelope.id/wp-content/plugins/envelopementor/widgets/rsvp/style.css?ver=0.1.9	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/plugins/envelopementor/widgets/rsvp/style311e.css	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:05	534/534	---MCZ	200	added ('OK')	text/css	etag:W/%22216-6793a095-47d647;br%22	https://wp.envelope.id/wp-content/plugins/envelopementor/widgets/music-and-video/style.css?ver=0.2.3	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/plugins/envelopementor/widgets/music-and-video/stylef096.css	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:05	130/130	---MCZ	200	added ('OK')	text/css	etag:W/%2282-675d79ca-10564e;;;%22	https://wp.envelope.id/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.25.11	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min1ffb.css	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:05	718/718	---MCZ	200	added ('OK')	text/css	etag:W/%222ce-68da46da-3fdd3c;br%22	https://wp.envelope.id/wp-content/plugins/envelopementor/widgets/credit/style.css?ver=1.1.2	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/plugins/envelopementor/widgets/credit/stylecfa9.css	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:05	9929/9929	---MCZ	200	added ('OK')	text/css	etag:W/%2226c9-675d79c9-105492;br%22	https://wp.envelope.id/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.25.11	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/plugins/elementor/assets/css/widget-icon-list.min1ffb.css	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:06	58071/58071	---MCZ	200	added ('OK')	text/css	etag:W/%22e2d7-675d79ca-1056a3;br%22	https://wp.envelope.id/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:06	669/669	---MCZ	200	added ('OK')	text/css	etag:W/%2229d-675d79ca-1056a7;br%22	https://wp.envelope.id/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:06	675/675	---MCZ	200	added ('OK')	text/css	etag:W/%222a3-675d79ca-10569f;br%22	https://wp.envelope.id/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:06	87553/87553	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2215601-64ecd5ef-103b65;br%22	https://wp.envelope.id/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-includes/js/jquery/jquery.minf43b.js	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:07	13577/13577	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%223509-695e1732-4fce95;br%22	https://wp.envelope.id/wp-content/litespeed/js/5e2d011ae2244df1409d831175fe190c.js?ver=31f58	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/litespeed/js/5e2d011ae2244df1409d831175fe190cc3bf.js	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:07	6671/6671	---M--	200	added ('OK')	image/png	etag:%221a0f-6740873d-105ede;;;%22	https://wp.envelope.id/wp-content/uploads/2023/09/IMG_9038-150x150.png	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2023/09/IMG_9038-150x150.png	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:07	14360/14360	---M--	200	added ('OK')	image/png	etag:%223818-6740873d-105edd;;;%22	https://wp.envelope.id/wp-content/uploads/2023/09/IMG_9038-300x300.png	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2023/09/IMG_9038-300x300.png	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:07	71/71	---M--	302	error ('Found')	text/plain	date:Wed,%2007%20Jan%202026%2008:20:09%20GMT	https://unpkg.com/@lottiefiles/lottie-player@latest/dist/lottie-player.js	C:/My%20Web%20Sites/wed8/unpkg.com/@lottiefiles/lottie-player@latest/dist/lottie-player.1c.delayed	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:08	383981/383981	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2021%20Nov%202025%2022:09:02%20GMT	https://unpkg.com/@lottiefiles/lottie-player@2.0.12/dist/lottie-player.js	C:/My%20Web%20Sites/wed8/unpkg.com/@lottiefiles/lottie-player@2.0.12/dist/lottie-player.js	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:08	122438/122438	---M--	200	added ('OK')	image/jpeg	etag:%221de46-67c17848-192b;;;%22	https://wp.envelope.id/wp-content/uploads/2025/02/bg.jpeg	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2025/02/bg.jpg	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:11	1336037/1336037	---M--	200	added ('OK')	image/png	etag:%221462e5-680376bb-1d8d;;;%22	https://wp.envelope.id/wp-content/uploads/2025/04/stage3.png	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2025/04/stage3.png	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:11	656134/656134	---M--	200	added ('OK')	image/png	etag:%22a0306-67a623f5-4fd042;;;%22	https://wp.envelope.id/wp-content/uploads/2025/02/inv_127_q7R5RKMt-e1738941429563.png	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2025/02/inv_127_q7R5RKMt-e1738941429563.png	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:12	122455/122455	---M--	200	added ('OK')	image/png	etag:%221de57-67c1784a-1b86;;;%22	https://wp.envelope.id/wp-content/uploads/2025/02/flowers2.png	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2025/02/flowers2.png	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:12	260949/260949	---M--	200	added ('OK')	image/png	etag:%223fb55-67c1785e-1bc6;;;%22	https://wp.envelope.id/wp-content/uploads/2025/02/vases1.png	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2025/02/vases1.png	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:12	130098/130098	---M--	200	added ('OK')	image/png	etag:%221fc32-67c1784b-1baa;;;%22	https://wp.envelope.id/wp-content/uploads/2025/02/lamps1.png	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2025/02/lamps1.png	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:13	253967/253967	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jan%202026%2008:20:14%20GMT	https://roseline-demo.envelope.id/transparent	C:/My%20Web%20Sites/wed8/roseline-demo.envelope.id/transparent.html	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:14	692411/692411	---M--	200	added ('OK')	image/png	etag:%22a90bb-67b1ca7f-4fd728;;;%22	https://wp.envelope.id/wp-content/uploads/2025/02/rose-pink-gold-floral-arrangement-background-frame5-1-e1739704958413.png	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2025/02/rose-pink-gold-floral-arrangement-background-frame5-1-e1739704958413.png	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:14	253967/253967	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jan%202026%2008:20:15%20GMT	https://roseline-demo.envelope.id/wp-content/plugins/litespeed-cache/guest.vary.php	C:/My%20Web%20Sites/wed8/roseline-demo.envelope.id/wp-content/plugins/litespeed-cache/guest.vary.html	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:14	795189/795189	---M--	200	added ('OK')	image/png	etag:%22c2235-67c17845-16a8;;;%22	https://wp.envelope.id/wp-content/uploads/2025/02/arch1.png	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2025/02/arch1.png	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:14	49246/49246	---M--	200	added ('OK')	image/png	etag:%22c05e-67c1785d-1bb7;;;%22	https://wp.envelope.id/wp-content/uploads/2025/02/textarea2.png	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2025/02/textarea2.png	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:14	8239/8239	---M--	200	added ('OK')	image/png	etag:%22202f-67c1784c-1bae;;;%22	https://wp.envelope.id/wp-content/uploads/2025/02/spark1.png	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2025/02/spark1.png	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:15	148676/148676	---M--	200	added ('OK')	image/png	etag:%22244c4-67b1c9bf-1b1c;;;%22	https://wp.envelope.id/wp-content/uploads/2025/02/rose-pink-gold-floral-arrangement-background-frame3.png	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2025/02/rose-pink-gold-floral-arrangement-background-frame3.png	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:15	23196/23196	---M-Z	200	added ('OK')	text/css	etag:W/%225a9c-yO33QAq1KZOhRTQ7bL0/7nzv/g8%22	https://cdn.jsdelivr.net/npm/nanogallery2@3/dist/css/nanogallery2.min.css	C:/My%20Web%20Sites/wed8/cdn.jsdelivr.net/npm/nanogallery2@3/dist/css/nanogallery2.min.css	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:15	236167/236167	---M-Z	200	added ('OK')	application/javascript	etag:W/%2239a87-lflms/3/Uiikh4QAoZI4UjLc2pw%22	https://cdn.jsdelivr.net/npm/nanogallery2@3/dist/jquery.nanogallery2.min.js	C:/My%20Web%20Sites/wed8/cdn.jsdelivr.net/npm/nanogallery2@3/dist/jquery.nanogallery2.min.js	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:15	88639/88639	---M--	200	added ('OK')	image/jpeg	etag:%2215a3f-6740873d-1062c6;;;%22	https://wp.envelope.id/wp-content/uploads/2024/03/Lux1-46-FILEminimizer.jpg	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2024/03/Lux1-46-FILEminimizer.jpg	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:16	175286/175286	---M--	200	added ('OK')	image/jpeg	etag:%222acb6-6740873d-1062ec;;;%22	https://wp.envelope.id/wp-content/uploads/2024/03/Lux1-37-FILEminimizer-1.jpg	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2024/03/Lux1-37-FILEminimizer-1.jpg	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:16	80274/80274	---M--	200	added ('OK')	image/jpeg	etag:%2213992-6740873d-1062cb;;;%22	https://wp.envelope.id/wp-content/uploads/2024/03/Lux1-16-FILEminimizer.jpg	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2024/03/Lux1-16-FILEminimizer.jpg	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:16	71315/71315	---M--	200	added ('OK')	image/jpeg	etag:%2211693-6740873d-1062d0;;;%22	https://wp.envelope.id/wp-content/uploads/2024/03/Lux1-31-FILEminimizer.jpg	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2024/03/Lux1-31-FILEminimizer.jpg	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:16	40615/40615	---M--	200	added ('OK')	image/jpeg	etag:%229ea7-6740873d-1062a5;;;%22	https://wp.envelope.id/wp-content/uploads/2024/03/Lux1-30-FILEminimizer-1.jpg	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2024/03/Lux1-30-FILEminimizer-1.jpg	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:17	67975/67975	---M--	200	added ('OK')	image/jpeg	etag:%2210987-690da7bd-485941;;;%22	https://wp.envelope.id/wp-content/uploads/2025/11/inv_117_hk9rJHg--576x1024.jpg	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2025/11/inv_117_hk9rJHg--576x1024.jpg	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:17	11878/11878	---M--	200	added ('OK')	image/png	etag:%222e66-6740873d-106359;;;%22	https://wp.envelope.id/wp-content/uploads/2024/02/bca.png	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2024/02/bca.png	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:17	6810/6810	---M--	200	added ('OK')	image/png	etag:%221a9a-6740873e-106403;;;%22	https://wp.envelope.id/wp-content/uploads/2024/01/chip-atm.png	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2024/01/chip-atm.png	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:17	13483/13483	---M--	200	added ('OK')	image/png	etag:%2234ab-6740873d-106366;;;%22	https://wp.envelope.id/wp-content/uploads/2024/02/mandiri.png	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2024/02/mandiri.png	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:17	9334/9334	---M--	200	added ('OK')	image/png	etag:%222476-6740873e-1063a8;;;%22	https://wp.envelope.id/wp-content/uploads/2024/01/gift-1.png	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2024/01/gift-1.png	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:18	236665/236665	---M--	200	added ('OK')	image/png	etag:%2239c79-67b1c9c1-1b1f;;;%22	https://wp.envelope.id/wp-content/uploads/2025/02/rose-pink-gold-floral-arrangement-background-frame5.png	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2025/02/rose-pink-gold-floral-arrangement-background-frame5.png	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:18	5389/5389	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22150d-695e173e-4fcfa7;br%22	https://wp.envelope.id/wp-content/litespeed/js/e18eb19edfa0572ac30a01f590182948.js?ver=4da55	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/litespeed/js/e18eb19edfa0572ac30a01f5901829485edf.js	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:18	6263/6263	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%221877-695e173e-4fceb7;br%22	https://wp.envelope.id/wp-content/litespeed/js/6be64988d159c7e2420269b0b99bf7ff.js?ver=adf13	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/litespeed/js/6be64988d159c7e2420269b0b99bf7ffac4b.js	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:19	5253/5253	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%221485-695e173e-4fceba;br%22	https://wp.envelope.id/wp-content/litespeed/js/bca88d22ce3735cdecb499b5561c56de.js?ver=3a82f	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/litespeed/js/bca88d22ce3735cdecb499b5561c56def5d0.js	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:19	486813/486813	---M--	200	added ('OK')	image/png	etag:%2276d9d-67a623f6-4fd046;;;%22	https://wp.envelope.id/wp-content/uploads/2025/02/inv_127_q7R5RKMt-e1738941429563-1024x1024.png	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/uploads/2025/02/inv_127_q7R5RKMt-e1738941429563-1024x1024.png	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:19	54825/54825	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22d629-695e173e-4fcebc;br%22	https://wp.envelope.id/wp-content/litespeed/js/d27c97c2a4f54ca9c2d2ed1c0d12ca53.js?ver=5ab8f	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/litespeed/js/d27c97c2a4f54ca9c2d2ed1c0d12ca53a12d.js	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:19	4308/4308	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2210d4-695e173e-4fceca;br%22	https://wp.envelope.id/wp-content/litespeed/js/d076f630df5188dbefa9e3dabba931f3.js?ver=17c5d	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/litespeed/js/d076f630df5188dbefa9e3dabba931f385bb.js	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:19	9142/9142	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2223b6-695e173e-4fcece;br%22	https://wp.envelope.id/wp-content/litespeed/js/6e6cf3414c6ef340fcee2d1e3b64246d.js?ver=145d7	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/litespeed/js/6e6cf3414c6ef340fcee2d1e3b64246d1457.js	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:19	24914/24914	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226152-695e173e-4fcecf;br%22	https://wp.envelope.id/wp-content/litespeed/js/ab39a73a78bf8fcba8c59812864424fa.js?ver=57b21	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/litespeed/js/ab39a73a78bf8fcba8c59812864424fa900e.js	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:20	21465/21465	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2253d9-695e173e-4fced1;br%22	https://wp.envelope.id/wp-content/litespeed/js/fb817ed7d817de15b7956eeea6d9f641.js?ver=2ff7c	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/litespeed/js/fb817ed7d817de15b7956eeea6d9f6419f17.js	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:20	44128/44128	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22ac60-695e173e-4fced2;br%22	https://wp.envelope.id/wp-content/litespeed/js/ced1cf51473ed0927f71f641881ae0f4.js?ver=dea8f	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/litespeed/js/ced1cf51473ed0927f71f641881ae0f41e47.js	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:21	43447/43447	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22a9b7-695e173e-4fcf0f;br%22	https://wp.envelope.id/wp-content/litespeed/js/40b8a50b3ed6bd3512e831e15e5c2465.js?ver=609c4	C:/My%20Web%20Sites/wed8/wp.envelope.id/wp-content/litespeed/js/40b8a50b3ed6bd3512e831e15e5c24651ba2.js	(from https://roseline-demo.envelope.id/?mode=demo)
15:20:22	253967/253967	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jan%202026%2008:20:23%20GMT	https://roseline-demo.envelope.id/wp-content/plugins/litespeed-cache/transparent	C:/My%20Web%20Sites/wed8/roseline-demo.envelope.id/wp-content/plugins/litespeed-cache/transparent.html	(from https://roseline-demo.envelope.id/wp-content/plugins/litespeed-cache/guest.vary.php)
15:20:23	12360/12360	---M--	200	added ('OK')	font/woff2	etag:W/%223048-ORaU9Oe0Rl0cAPV2nTsdjeow7Wc%22	https://cdn.jsdelivr.net/npm/nanogallery2@3/dist/css/font/ngy2_icon_font.woff2?64889571	C:/My%20Web%20Sites/wed8/cdn.jsdelivr.net/npm/nanogallery2@3/dist/css/font/ngy2_icon_fonte0a5.woff2	(from https://cdn.jsdelivr.net/npm/nanogallery2@3/dist/css/nanogallery2.min.css)
15:20:23	14712/14712	---M--	200	added ('OK')	font/woff	etag:W/%223978-+LFVHZ3Goo4d9IJcB8AYUY9J4IU%22	https://cdn.jsdelivr.net/npm/nanogallery2@3/dist/css/font/ngy2_icon_font.woff?64889571	C:/My%20Web%20Sites/wed8/cdn.jsdelivr.net/npm/nanogallery2@3/dist/css/font/ngy2_icon_fonte0a5.woff	(from https://cdn.jsdelivr.net/npm/nanogallery2@3/dist/css/nanogallery2.min.css)
15:20:24	253967/253967	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jan%202026%2008:20:25%20GMT	https://roseline-demo.envelope.id/-negative.svg	C:/My%20Web%20Sites/wed8/roseline-demo.envelope.id/-negative.html	(from https://wp.envelope.id/wp-content/litespeed/js/ced1cf51473ed0927f71f641881ae0f4.js?ver=dea8f)
15:20:25	253967/253967	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Jan%202026%2008:20:26%20GMT	https://roseline-demo.envelope.id/window.location.href	C:/My%20Web%20Sites/wed8/roseline-demo.envelope.id/window.location.html	(from https://wp.envelope.id/wp-content/litespeed/js/40b8a50b3ed6bd3512e831e15e5c2465.js?ver=609c4)
